"ID_INDIV","GENDER","DAY","pa_gral","na_gral","V1RelSat"
5102,"female",70,2.5,1,4.66666666666667
5102,"female",71,2.5,1.1,4.66666666666667
5102,"female",72,2.1,1.2,4.66666666666667
5102,"female",73,2.3,1.3,4.66666666666667
5102,"female",74,2.3,1.4,4.66666666666667
5102,"female",75,2,1,4.66666666666667
5102,"female",76,2.8,1,4.66666666666667
5102,"female",77,1.5,1,4.66666666666667
5102,"female",78,1.9,1.9,4.66666666666667
5102,"female",79,2.1,1,4.66666666666667
5102,"female",80,1.3,1.7,4.66666666666667
5102,"female",81,1.7,1.3,4.66666666666667
5102,"female",82,1.2,1.3,4.66666666666667
5102,"female",83,1,1,4.66666666666667
5102,"female",84,1.8,1,4.66666666666667
5102,"female",85,1.1,1,4.66666666666667
5102,"female",86,1.7,1,4.66666666666667
5102,"female",87,2.2,1,4.66666666666667
5102,"female",88,1.9,1.2,4.66666666666667
5102,"female",89,1.9,1.1,4.66666666666667
5102,"female",90,2.2,1,4.66666666666667
5102,"female",61,1.3,1,4.66666666666667
5111,"male",1,3,1,5.66666666666667
5111,"male",2,2.2,2.1,5.66666666666667
5111,"male",4,2.3,1,5.66666666666667
5111,"male",5,3.8,1,5.66666666666667
5111,"male",6,2.2,1,5.66666666666667
5111,"male",3,2.2,1.5,5.66666666666667
5111,"male",8,2.3,1,5.66666666666667
5111,"male",9,2.4,1,5.66666666666667
5111,"male",10,2.9,1,5.66666666666667
5111,"male",7,2.8,1,5.66666666666667
5111,"male",12,4.1,1,5.66666666666667
5111,"male",13,2.8,1.2,5.66666666666667
5111,"male",14,3.2,1,5.66666666666667
5111,"male",15,3.4,1,5.66666666666667
5111,"male",16,3.6,1,5.66666666666667
5111,"male",17,3.4,1,5.66666666666667
5111,"male",18,3.9,1,5.66666666666667
5111,"male",19,3.6,1.1,5.66666666666667
5111,"male",20,3.1,1,5.66666666666667
5111,"male",21,3.2,1,5.66666666666667
5111,"male",22,2.9,1.3,5.66666666666667
5111,"male",23,4,1,5.66666666666667
5111,"male",24,3.9,1,5.66666666666667
5111,"male",25,3.6,1,5.66666666666667
5111,"male",26,3.4,1.2,5.66666666666667
5111,"male",27,3.5,1,5.66666666666667
5111,"male",28,3.5,1.2,5.66666666666667
5111,"male",29,2.6,1,5.66666666666667
5111,"male",30,3,1.3,5.66666666666667
5111,"male",31,3.1,1,5.66666666666667
5111,"male",32,4,1,5.66666666666667
5111,"male",33,4,2.4,5.66666666666667
5111,"male",34,2.6,2.1,5.66666666666667
5111,"male",35,2.9,2.3,5.66666666666667
5111,"male",36,2.8,1.2,5.66666666666667
5111,"male",37,2.8,1,5.66666666666667
5111,"male",38,3.2,1,5.66666666666667
5111,"male",39,3.2,1,5.66666666666667
5111,"male",40,3.9,1.1,5.66666666666667
5111,"male",41,3.1,1.4,5.66666666666667
5111,"male",42,3.1,1.2,5.66666666666667
5111,"male",43,3.1,1.1,5.66666666666667
5111,"male",44,2.8,1.1,5.66666666666667
5111,"male",45,2.6,1.6,5.66666666666667
5111,"male",46,3.2,1.1,5.66666666666667
5111,"male",47,3.4,1.1,5.66666666666667
5111,"male",48,2.6,1.3,5.66666666666667
5111,"male",49,3.6,1.4,5.66666666666667
5111,"male",50,3.4,2.1,5.66666666666667
5111,"male",51,3.1,3.2,5.66666666666667
5111,"male",52,3.3,2.7,5.66666666666667
5111,"male",53,2.9,2.5,5.66666666666667
5111,"male",54,3.4,1.6,5.66666666666667
5111,"male",55,3.5,1.4,5.66666666666667
5111,"male",56,3.2,3.6,5.66666666666667
5111,"male",57,3.5,1.7,5.66666666666667
5111,"male",58,3.8,1.7,5.66666666666667
5111,"male",59,2.9,2.2,5.66666666666667
5111,"male",60,3.8,1.7,5.66666666666667
5111,"male",61,3.8,2.2,5.66666666666667
5111,"male",62,3.8,1.7,5.66666666666667
5111,"male",63,4,1.4,5.66666666666667
5111,"male",64,3.1,1,5.66666666666667
5111,"male",65,3,1,5.66666666666667
5111,"male",66,3.4,1,5.66666666666667
5111,"male",67,3.4,1.1,5.66666666666667
5111,"male",68,3.2,1,5.66666666666667
5111,"male",69,3.7,1,5.66666666666667
5111,"male",70,3.4,1,5.66666666666667
5111,"male",71,3.6,1,5.66666666666667
5111,"male",72,3.5,1,5.66666666666667
5111,"male",73,3.5,1,5.66666666666667
5111,"male",74,4.1,1,5.66666666666667
5111,"male",75,4.1,1.3,5.66666666666667
5111,"male",76,4.3,1.1,5.66666666666667
5111,"male",77,3.9,1.3,5.66666666666667
5111,"male",78,3.7,2.3,5.66666666666667
5111,"male",79,2.5,2.1,5.66666666666667
5111,"male",80,4,1.9,5.66666666666667
5111,"male",81,4.7,1,5.66666666666667
5111,"male",82,4.6,1,5.66666666666667
5111,"male",83,3.7,3.1,5.66666666666667
5111,"male",84,2.4,2.7,5.66666666666667
5111,"male",85,1.9,1.9,5.66666666666667
5111,"male",86,3.9,1,5.66666666666667
5111,"male",87,3.3,2.2,5.66666666666667
5111,"male",88,3,1.6,5.66666666666667
5111,"male",89,4.6,2.1,5.66666666666667
5111,"male",11,4.1,1,5.66666666666667
5112,"female",1,2.3,1.2,6
5112,"female",2,3.1,1.5,6
5112,"female",4,4.8,1,6
5112,"female",5,3.2,1,6
5112,"female",6,3,1.3,6
5112,"female",7,2.8,1.1,6
5112,"female",8,2.9,1.4,6
5112,"female",9,2.9,1.3,6
5112,"female",10,3.2,1,6
5112,"female",11,4.1,1.1,6
5112,"female",12,4.4,1,6
5112,"female",13,3.5,3.1,6
5112,"female",14,3.6,1,6
5112,"female",15,3.2,1.3,6
5112,"female",16,3.8,1.3,6
5112,"female",17,3.2,1.3,6
5112,"female",19,3.4,1.1,6
5112,"female",20,2.9,1,6
5112,"female",21,3.2,1,6
5112,"female",22,2.9,1,6
5112,"female",23,3.5,1,6
5112,"female",24,3,1.3,6
5112,"female",25,3.8,1,6
5112,"female",26,2.9,1,6
5112,"female",27,3.3,1,6
5112,"female",28,3.6,1.4,6
5112,"female",29,2.8,1.1,6
5112,"female",30,2.4,1.1,6
5112,"female",31,3,1.1,6
5112,"female",32,3.7,1,6
5112,"female",33,3.7,1.5,6
5112,"female",34,2.7,1.6,6
5112,"female",35,3.8,1.1,6
5112,"female",36,2.9,1.1,6
5112,"female",37,3.9,1.1,6
5112,"female",38,3.1,1,6
5112,"female",39,4.2,1.2,6
5112,"female",40,3.2,1,6
5112,"female",41,2.8,1,6
5112,"female",42,2.8,1.1,6
5112,"female",3,3.11,1.1,6
5112,"female",44,1.8,1.5,6
5112,"female",45,2.6,1.4,6
5112,"female",46,3.7,1.2,6
5112,"female",47,3.5,1.1,6
5112,"female",48,2,1,6
5112,"female",50,2.7,3.4,6
5112,"female",51,3.1,2.1,6
5112,"female",52,2.7,2.6,6
5112,"female",53,2.7,2,6
5112,"female",54,2.5,1.7,6
5112,"female",55,2.8,1.7,6
5112,"female",56,2.8,1.4,6
5112,"female",57,2.7,2.5,6
5112,"female",58,3.3,1.5,6
5112,"female",59,3.9,1,6
5112,"female",60,3.7,1.2,6
5112,"female",61,3.8,1.4,6
5112,"female",62,3.3,1,6
5112,"female",63,2.8,1.2,6
5112,"female",64,3.5,1.1,6
5112,"female",65,2.7,1.1,6
5112,"female",66,3.6,1.6,6
5112,"female",67,2.9,1,6
5112,"female",68,2.8,1,6
5112,"female",69,3.1,1.2,6
5112,"female",70,3.7,1,6
5112,"female",71,3.1,1,6
5112,"female",72,2.8,1.1,6
5112,"female",74,3.6,1,6
5112,"female",75,4.2,1,6
5112,"female",76,3.4,1,6
5112,"female",77,3,1,6
5112,"female",78,3,1,6
5112,"female",79,2.8,1,6
5112,"female",80,3,1,6
5112,"female",81,3.6,1,6
5112,"female",82,4.4,1,6
5112,"female",83,4,1.1,6
5112,"female",84,3,1,6
5112,"female",85,3.4,1,6
5112,"female",86,2.7,1.1,6
5112,"female",87,3.5,1,6
5112,"female",88,3,1,6
5112,"female",89,3.7,1.1,6
5112,"female",43,2.5,1,6
5141,"male",2,1.9,1.5,5.83333333333333
5141,"male",3,2.4,1,5.83333333333333
5141,"male",4,1.6,1.1,5.83333333333333
5141,"male",1,2.4,1.9,5.83333333333333
5141,"male",6,1.9,1.2,5.83333333333333
5141,"male",7,2.9,1.2,5.83333333333333
5141,"male",8,2.6,1,5.83333333333333
5141,"male",5,2.8,1.1,5.83333333333333
5141,"male",10,2.9,1,5.83333333333333
5141,"male",11,2.4,1,5.83333333333333
5141,"male",12,2.4,1.2,5.83333333333333
5141,"male",13,2.9,1.4,5.83333333333333
5141,"male",14,2.4,1.1,5.83333333333333
5141,"male",15,2.3,1.1,5.83333333333333
5141,"male",16,2.1,1.1,5.83333333333333
5141,"male",17,2.2,1.3,5.83333333333333
5141,"male",18,2.6,1.3,5.83333333333333
5141,"male",19,2.8,1.3,5.83333333333333
5141,"male",20,2.7,1.3,5.83333333333333
5141,"male",21,3,1.2,5.83333333333333
5141,"male",9,2,1,5.83333333333333
5141,"male",23,3.3,1.5,5.83333333333333
5141,"male",24,3,1.1,5.83333333333333
5141,"male",25,2.6,1.2,5.83333333333333
5141,"male",26,2.5,1,5.83333333333333
5141,"male",27,2.4,1.1,5.83333333333333
5141,"male",28,1.6,1.1,5.83333333333333
5141,"male",29,3.1,1,5.83333333333333
5141,"male",30,2.8,1.1,5.83333333333333
5141,"male",31,3.4,2.2,5.83333333333333
5141,"male",32,3.1,1.1,5.83333333333333
5141,"male",33,3.2,1.6,5.83333333333333
5141,"male",34,2.7,1.2,5.83333333333333
5141,"male",22,2.7,1.2,5.83333333333333
5141,"male",36,2.6,2.7,5.83333333333333
5141,"male",37,3.3,2.4,5.83333333333333
5141,"male",38,2.6,1,5.83333333333333
5141,"male",39,4.1,1.7,5.83333333333333
5141,"male",40,2.4,1.4,5.83333333333333
5141,"male",41,2.4,1.3,5.83333333333333
5141,"male",42,1.8,1,5.83333333333333
5141,"male",43,2.6,1.6,5.83333333333333
5141,"male",44,2,1.3,5.83333333333333
5141,"male",45,2.5,1.5,5.83333333333333
5141,"male",46,3,1.3,5.83333333333333
5141,"male",47,2.2,1.3,5.83333333333333
5141,"male",48,2.8,1.7,5.83333333333333
5141,"male",49,2.5,1.8,5.83333333333333
5141,"male",50,2.3,2.1,5.83333333333333
5141,"male",51,2.6,2.2,5.83333333333333
5141,"male",52,3.4,1.3,5.83333333333333
5141,"male",53,2.1,1.4,5.83333333333333
5141,"male",54,1.9,2.7,5.83333333333333
5141,"male",55,2.5,1.4,5.83333333333333
5141,"male",56,3,2,5.83333333333333
5141,"male",57,3.2,1.3,5.83333333333333
5141,"male",58,2.6,2.7,5.83333333333333
5141,"male",59,3.1,1,5.83333333333333
5141,"male",60,2.1,1,5.83333333333333
5141,"male",61,1.1,1.4,5.83333333333333
5141,"male",62,2.4,1.2,5.83333333333333
5141,"male",63,1.5,2.3,5.83333333333333
5141,"male",64,2.6,1.3,5.83333333333333
5141,"male",65,2.3,1.2,5.83333333333333
5141,"male",66,1.8,1,5.83333333333333
5141,"male",67,2,1,5.83333333333333
5141,"male",68,2.2,2,5.83333333333333
5141,"male",69,2.9,1.2,5.83333333333333
5141,"male",70,2.7,1.6,5.83333333333333
5141,"male",71,2.9,1.8,5.83333333333333
5141,"male",72,2.5,1.1,5.83333333333333
5141,"male",73,3.3,1,5.83333333333333
5141,"male",74,2.5,1.1,5.83333333333333
5141,"male",35,2.9,1.8,5.83333333333333
5141,"male",76,2.5,2.6,5.83333333333333
5141,"male",77,2.4,1.3,5.83333333333333
5141,"male",78,2.7,1.4,5.83333333333333
5141,"male",79,2.5,1.5,5.83333333333333
5141,"male",80,2.6,1.2,5.83333333333333
5141,"male",81,2.6,1,5.83333333333333
5141,"male",82,2.1,1.3,5.83333333333333
5141,"male",83,2.7,1.1,5.83333333333333
5141,"male",84,2.9,1.4,5.83333333333333
5141,"male",85,2.5,2.4,5.83333333333333
5141,"male",86,2.7,1.1,5.83333333333333
5141,"male",87,2.8,1.1,5.83333333333333
5141,"male",88,1.9,1,5.83333333333333
5141,"male",89,2.8,1,5.83333333333333
5141,"male",90,2.7,1.2,5.83333333333333
5141,"male",91,2.5,1.2,5.83333333333333
5141,"male",92,2.8,1.2,5.83333333333333
5141,"male",93,2.9,1.6,5.83333333333333
5141,"male",75,2.4,1.1,5.83333333333333
5142,"female",1,2.2,1.8,3.66666666666667
5142,"female",2,2.9,1,3.66666666666667
5142,"female",4,2.4,1.3,3.66666666666667
5142,"female",5,2,1.4,3.66666666666667
5142,"female",6,2.2,2.4,3.66666666666667
5142,"female",3,2.5,2.6,3.66666666666667
5142,"female",8,2.1,1.1,3.66666666666667
5142,"female",9,3.3,1,3.66666666666667
5142,"female",10,2.6,1.8,3.66666666666667
5142,"female",7,2.8,1,3.66666666666667
5142,"female",12,2.5,1,3.66666666666667
5142,"female",13,2.7,1,3.66666666666667
5142,"female",14,3.1,1.8,3.66666666666667
5142,"female",15,3.1,1.1,3.66666666666667
5142,"female",16,3.2,1.3,3.66666666666667
5142,"female",17,3,1.2,3.66666666666667
5142,"female",18,2.9,2.1,3.66666666666667
5142,"female",19,2.9,2.3,3.66666666666667
5142,"female",20,3.1,1.2,3.66666666666667
5142,"female",21,2.5,1.1,3.66666666666667
5142,"female",22,2.8,1.5,3.66666666666667
5142,"female",23,3.8,1.1,3.66666666666667
5142,"female",11,2.6,1.2,3.66666666666667
5142,"female",25,3.6,1.2,3.66666666666667
5142,"female",26,3,1.2,3.66666666666667
5142,"female",27,3.2,1.7,3.66666666666667
5142,"female",28,2.2,1.4,3.66666666666667
5142,"female",29,2.2,1,3.66666666666667
5142,"female",30,3.7,1.4,3.66666666666667
5142,"female",31,3.7,1.5,3.66666666666667
5142,"female",32,2.5,2.4,3.66666666666667
5142,"female",33,2.2,1,3.66666666666667
5142,"female",34,2.5,1.6,3.66666666666667
5142,"female",35,3,2.3,3.66666666666667
5142,"female",36,2.6,1.2,3.66666666666667
5142,"female",37,2.7,1.3,3.66666666666667
5142,"female",38,2.6,1,3.66666666666667
5142,"female",39,2.9,1.5,3.66666666666667
5142,"female",40,2.1,1,3.66666666666667
5142,"female",41,2.5,1.3,3.66666666666667
5142,"female",42,3.4,1.7,3.66666666666667
5142,"female",43,3.7,1.4,3.66666666666667
5142,"female",44,2.5,1.1,3.66666666666667
5142,"female",45,2.7,1.8,3.66666666666667
5142,"female",46,3,1.3,3.66666666666667
5142,"female",47,3.5,1.6,3.66666666666667
5142,"female",48,2.7,1.3,3.66666666666667
5142,"female",49,3.3,1.3,3.66666666666667
5142,"female",50,2.6,3,3.66666666666667
5142,"female",51,2.4,1.1,3.66666666666667
5142,"female",52,3.4,1.3,3.66666666666667
5142,"female",53,3.3,1.4,3.66666666666667
5142,"female",54,2.8,1.4,3.66666666666667
5142,"female",55,2.9,1.7,3.66666666666667
5142,"female",56,2.9,1.5,3.66666666666667
5142,"female",57,3.3,1.9,3.66666666666667
5142,"female",58,2.7,2.2,3.66666666666667
5142,"female",59,3.4,1.3,3.66666666666667
5142,"female",60,2.7,1.4,3.66666666666667
5142,"female",61,2.6,2.4,3.66666666666667
5142,"female",62,3.3,1.9,3.66666666666667
5142,"female",63,2.9,2.1,3.66666666666667
5142,"female",24,3.6,1.5,3.66666666666667
5142,"female",65,2.5,1.1,3.66666666666667
5142,"female",66,2.2,1,3.66666666666667
5142,"female",67,3.2,2.9,3.66666666666667
5142,"female",68,2.3,1.8,3.66666666666667
5142,"female",69,2.7,2.2,3.66666666666667
5142,"female",70,2.5,1.8,3.66666666666667
5142,"female",71,2.7,1.5,3.66666666666667
5142,"female",72,2.2,1.1,3.66666666666667
5142,"female",73,2.7,1.5,3.66666666666667
5142,"female",74,3.1,1.2,3.66666666666667
5142,"female",75,3.3,1.6,3.66666666666667
5142,"female",76,2.5,1,3.66666666666667
5142,"female",77,2.3,1.2,3.66666666666667
5142,"female",78,2.5,1,3.66666666666667
5142,"female",79,2.6,1.4,3.66666666666667
5142,"female",80,2.8,1.7,3.66666666666667
5142,"female",81,3.2,1.3,3.66666666666667
5142,"female",82,2.8,2,3.66666666666667
5142,"female",83,3,3.1,3.66666666666667
5142,"female",84,3.2,1.7,3.66666666666667
5142,"female",85,2.8,3,3.66666666666667
5142,"female",86,3.3,2,3.66666666666667
5142,"female",87,2.3,1.1,3.66666666666667
5142,"female",88,2.3,2,3.66666666666667
5142,"female",89,2.5,2,3.66666666666667
5142,"female",90,2.7,2,3.66666666666667
5142,"female",91,2.4,1.7,3.66666666666667
5142,"female",92,2.4,2,3.66666666666667
5142,"female",93,2.7,1.4,3.66666666666667
5142,"female",64,3.6,1.4,3.66666666666667
5161,"female",1,2.4,1.9,4.5
5161,"female",4,2.6,1.8,4.5
5161,"female",5,2.2,2.9,4.5
5161,"female",6,1.5,2,4.5
5161,"female",3,2.8,1.2,4.5
5161,"female",8,2.4,2.3,4.5
5161,"female",9,3.3,3.2,4.5
5161,"female",10,1.8,1.3,4.5
5161,"female",7,2.8,1,4.5
5161,"female",12,2,1.3,4.5
5161,"female",13,2,1,4.5
5161,"female",14,3.2,1.2,4.5
5161,"female",15,3.4,1.4,4.5
5161,"female",16,2.2,1.8,4.5
5161,"female",17,3.2,1.1,4.5
5161,"female",18,2.7,1.4,4.5
5161,"female",19,3,1,4.5
5161,"female",20,3.5,1.1,4.5
5161,"female",21,2.5,1,4.5
5161,"female",22,2.9,1,4.5
5161,"female",23,2.5,1.3,4.5
5161,"female",24,2.9,1,4.5
5161,"female",25,2.7,1,4.5
5161,"female",26,3.1,1.3,4.5
5161,"female",27,3.2,1.1,4.5
5161,"female",28,2.3,1,4.5
5161,"female",29,2.2,1,4.5
5161,"female",30,3,1.3,4.5
5161,"female",31,1.8,1,4.5
5161,"female",32,3.6,1.1,4.5
5161,"female",34,1.8,1,4.5
5161,"female",35,2.5,1,4.5
5161,"female",36,2.8,1.4,4.5
5161,"female",37,2.3,1.2,4.5
5161,"female",38,2.8,1.1,4.5
5161,"female",39,2.7,1,4.5
5161,"female",40,1.6,1,4.5
5161,"female",41,1.7,1,4.5
5161,"female",42,2,1,4.5
5161,"female",43,2.9,1.1,4.5
5161,"female",44,2.5,1.2,4.5
5161,"female",45,2.5,1.2,4.5
5161,"female",46,3.2,1.2,4.5
5161,"female",47,2.9,1.6,4.5
5161,"female",48,3.7,1.2,4.5
5161,"female",49,3.5,1,4.5
5161,"female",50,3.2,1,4.5
5161,"female",51,2.9,1.1,4.5
5161,"female",52,2.9,1.1,4.5
5161,"female",53,2.9,1.5,4.5
5161,"female",54,3.5,1.1,4.5
5161,"female",55,3.1,1.1,4.5
5161,"female",56,2.2,1.2,4.5
5161,"female",57,3,1,4.5
5161,"female",58,3.4,1.1,4.5
5161,"female",59,3,1,4.5
5161,"female",60,3.8,1,4.5
5161,"female",61,2.5,1.3,4.5
5161,"female",62,3,1,4.5
5161,"female",63,1.5,1,4.5
5161,"female",64,2.7,1,4.5
5161,"female",65,3,1.1,4.5
5161,"female",66,3.1,1.1,4.5
5161,"female",67,3.2,1.5,4.5
5161,"female",68,3.9,1.1,4.5
5161,"female",69,2.8,1.6,4.5
5161,"female",70,3.8,1,4.5
5161,"female",71,3.6,1,4.5
5161,"female",72,2.4,1,4.5
5161,"female",73,2.8,1,4.5
5161,"female",74,3.3,1,4.5
5161,"female",75,2.6,1,4.5
5161,"female",76,2.8,1.1,4.5
5161,"female",77,2.8,1,4.5
5161,"female",78,2.4,1,4.5
5161,"female",79,2.2,1,4.5
5161,"female",80,3.3,1,4.5
5161,"female",81,2.7,1,4.5
5161,"female",82,2.9,1,4.5
5161,"female",83,2.7,1.1,4.5
5161,"female",84,3,1.1,4.5
5161,"female",85,2.1,1,4.5
5161,"female",86,2.1,1,4.5
5161,"female",87,2.5,1,4.5
5161,"female",88,2.3,1.4,4.5
5161,"female",89,3.4,1,4.5
5161,"female",90,1.9,1,4.5
5161,"female",91,1.9,1.3,4.5
5161,"female",92,1.9,1,4.5
5161,"female",93,3.8,1.2,4.5
5161,"female",11,2.5,1.4,4.5
5162,"female",2,2.8,1,4.83333333333333
5162,"female",3,1.8,1.3,4.83333333333333
5162,"female",4,2.6,1,4.83333333333333
5162,"female",1,2.2,1.2,4.83333333333333
5162,"female",6,3.2,1,4.83333333333333
5162,"female",7,2.6,1,4.83333333333333
5162,"female",8,2.1,1.6,4.83333333333333
5162,"female",5,2.2,1,4.83333333333333
5162,"female",10,2.5,1,4.83333333333333
5162,"female",11,2.6,1.1,4.83333333333333
5162,"female",12,2.1,1.7,4.83333333333333
5162,"female",9,2.5,1,4.83333333333333
5162,"female",14,2.9,1,4.83333333333333
5162,"female",15,2.8,1,4.83333333333333
5162,"female",16,2.4,1,4.83333333333333
5162,"female",17,2.7,1.1,4.83333333333333
5162,"female",18,1.9,1,4.83333333333333
5162,"female",19,2.2,1.2,4.83333333333333
5162,"female",20,3,1,4.83333333333333
5162,"female",21,3.4,1,4.83333333333333
5162,"female",22,3.2,1,4.83333333333333
5162,"female",23,2.4,1.1,4.83333333333333
5162,"female",24,2.9,1,4.83333333333333
5162,"female",25,2.8,1.1,4.83333333333333
5162,"female",13,3.3,1,4.83333333333333
5162,"female",27,2.7,1,4.83333333333333
5162,"female",28,2.7,1,4.83333333333333
5162,"female",29,2.6,1,4.83333333333333
5162,"female",30,1.6,1.1,4.83333333333333
5162,"female",31,1.4,1.2,4.83333333333333
5162,"female",32,1.3,1.3,4.83333333333333
5162,"female",33,1.3,1.1,4.83333333333333
5162,"female",34,1.3,1.3,4.83333333333333
5162,"female",35,1.6,1,4.83333333333333
5162,"female",36,2.3,1.1,4.83333333333333
5162,"female",37,1.4,1.4,4.83333333333333
5162,"female",38,2.1,1.4,4.83333333333333
5162,"female",26,2.9,1.2,4.83333333333333
5162,"female",40,2.2,1,4.83333333333333
5162,"female",41,1.9,1,4.83333333333333
5162,"female",42,2.1,1,4.83333333333333
5162,"female",43,2.7,1,4.83333333333333
5162,"female",44,2.2,1,4.83333333333333
5162,"female",45,2.2,1,4.83333333333333
5162,"female",46,2.4,1,4.83333333333333
5162,"female",47,2.1,1.2,4.83333333333333
5162,"female",48,2.4,1,4.83333333333333
5162,"female",49,2.6,1.2,4.83333333333333
5162,"female",50,1.9,1,4.83333333333333
5162,"female",51,3.2,1,4.83333333333333
5162,"female",52,2.6,1,4.83333333333333
5162,"female",53,2.9,1,4.83333333333333
5162,"female",54,1.7,1,4.83333333333333
5162,"female",55,1.5,1,4.83333333333333
5162,"female",56,2.2,1,4.83333333333333
5162,"female",57,2.8,1,4.83333333333333
5162,"female",58,1.9,2,4.83333333333333
5162,"female",59,2.3,1.3,4.83333333333333
5162,"female",60,2.4,1,4.83333333333333
5162,"female",61,2.2,1.4,4.83333333333333
5162,"female",62,2.1,1.1,4.83333333333333
5162,"female",63,2.7,1,4.83333333333333
5162,"female",64,2.2,1,4.83333333333333
5162,"female",65,2.2,1,4.83333333333333
5162,"female",66,2.5,1,4.83333333333333
5162,"female",67,2.2,2.5,4.83333333333333
5162,"female",68,2.5,1.4,4.83333333333333
5162,"female",69,2.5,1,4.83333333333333
5162,"female",70,2.8,1,4.83333333333333
5162,"female",71,3,1,4.83333333333333
5162,"female",72,2.6,1,4.83333333333333
5162,"female",73,2.5,1.1,4.83333333333333
5162,"female",74,1.8,1,4.83333333333333
5162,"female",75,1.5,1.1,4.83333333333333
5162,"female",76,1.5,1.4,4.83333333333333
5162,"female",77,1.6,1.2,4.83333333333333
5162,"female",78,2.6,1.1,4.83333333333333
5162,"female",79,2.8,1,4.83333333333333
5162,"female",80,2.3,1.1,4.83333333333333
5162,"female",81,2,1,4.83333333333333
5162,"female",82,2.2,1,4.83333333333333
5162,"female",83,2.6,1.2,4.83333333333333
5162,"female",84,2.8,1.2,4.83333333333333
5162,"female",85,1.4,1.1,4.83333333333333
5162,"female",86,1.6,1.1,4.83333333333333
5162,"female",87,2.4,1,4.83333333333333
5162,"female",88,2,1.1,4.83333333333333
5162,"female",89,2.4,1,4.83333333333333
5162,"female",90,2.4,1,4.83333333333333
5162,"female",91,2.3,1,4.83333333333333
5162,"female",92,2.7,1,4.83333333333333
5162,"female",93,2.2,1,4.83333333333333
5162,"female",39,2.5,1,4.83333333333333
5171,"male",2,3.3,1.2,5.5
5171,"male",3,2.7,1.3,5.5
5171,"male",4,3,1.5,5.5
5171,"male",5,2.4,2,5.5
5171,"male",6,1.9,1.8,5.5
5171,"male",7,2.7,1.5,5.5
5171,"male",8,2.7,1.6,5.5
5171,"male",9,3.3,1.3,5.5
5171,"male",10,2.7,1.8,5.5
5171,"male",11,2.2,1.8,5.5
5171,"male",12,2.9,1.6,5.5
5171,"male",13,2.6,1.7,5.5
5171,"male",1,3.1,1.3,5.5
5171,"male",15,3.4,1.1,5.5
5171,"male",16,2.6,1.3,5.5
5171,"male",17,2.7,1.2,5.5
5171,"male",18,2.1,1.5,5.5
5171,"male",19,3.5,1.2,5.5
5171,"male",20,2.5,1.3,5.5
5171,"male",21,3.2,1,5.5
5171,"male",22,2.9,1.1,5.5
5171,"male",23,3.6,1.1,5.5
5171,"male",24,3.2,1.6,5.5
5171,"male",25,2.7,1.4,5.5
5171,"male",26,3.4,1.1,5.5
5171,"male",14,2.4,1.5,5.5
5171,"male",28,2.9,1.2,5.5
5171,"male",29,3.3,1.3,5.5
5171,"male",30,3.4,1,5.5
5171,"male",31,3.2,1.5,5.5
5171,"male",32,2.1,1.6,5.5
5171,"male",33,2.1,1.6,5.5
5171,"male",34,3.3,1.1,5.5
5171,"male",35,2.9,1.3,5.5
5171,"male",36,2.8,1,5.5
5171,"male",37,3.3,1,5.5
5171,"male",38,2.9,1.3,5.5
5171,"male",39,2.5,1.6,5.5
5171,"male",40,3.4,1.1,5.5
5171,"male",41,3.5,1.1,5.5
5171,"male",42,3.4,1.1,5.5
5171,"male",43,3.3,1.2,5.5
5171,"male",44,3,1,5.5
5171,"male",45,2.7,1.1,5.5
5171,"male",46,2.7,1.3,5.5
5171,"male",47,3,1,5.5
5171,"male",48,2.8,1.2,5.5
5171,"male",49,3.2,1,5.5
5171,"male",50,3.2,1,5.5
5171,"male",51,3.2,1,5.5
5171,"male",52,2.8,1.2,5.5
5171,"male",53,2.6,1.4,5.5
5171,"male",54,3.3,1,5.5
5171,"male",55,2.7,1.1,5.5
5171,"male",56,3.5,1,5.5
5171,"male",57,3.2,1.1,5.5
5171,"male",58,3.4,1,5.5
5171,"male",59,3.1,1,5.5
5171,"male",60,3.6,1,5.5
5171,"male",61,4,1,5.5
5171,"male",62,2.8,1.3,5.5
5171,"male",27,2.2,1.6,5.5
5172,"female",2,3.1,1.4,5.33333333333333
5172,"female",3,2.4,1.5,5.33333333333333
5172,"female",4,3,1.4,5.33333333333333
5172,"female",1,3.1,1.4,5.33333333333333
5172,"female",6,3.4,1.2,5.33333333333333
5172,"female",7,3.1,1,5.33333333333333
5172,"female",8,2.8,1,5.33333333333333
5172,"female",9,2.1,1.1,5.33333333333333
5172,"female",10,3,1.1,5.33333333333333
5172,"female",11,3.2,1,5.33333333333333
5172,"female",12,2.3,1.9,5.33333333333333
5172,"female",13,3,1.7,5.33333333333333
5172,"female",14,3.1,1.1,5.33333333333333
5172,"female",15,2.9,1,5.33333333333333
5172,"female",16,2.2,1,5.33333333333333
5172,"female",17,3.1,1.1,5.33333333333333
5172,"female",18,3.4,1,5.33333333333333
5172,"female",19,2.5,1.3,5.33333333333333
5172,"female",20,3.3,1,5.33333333333333
5172,"female",21,3.4,1.2,5.33333333333333
5172,"female",22,2.8,1,5.33333333333333
5172,"female",23,2.6,1,5.33333333333333
5172,"female",24,3.6,1,5.33333333333333
5172,"female",25,3.4,1,5.33333333333333
5172,"female",26,3.4,1,5.33333333333333
